nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
0707,S13W77,-13,77,73,80,Hax,5,1,Alpha,2004-12-06
0708,N09W41,9,41,37,70,Hsx,3,2,Alpha,2004-12-06
0709,N06E31,6,-31,325,10,Axx,5,2,Alpha,2004-12-06
0706,S07W87,-7,87,70,60,Hax,1,1,Alpha,2004-12-07
0707,S13W88,-13,88,71,60,Hax,1,1,Alpha,2004-12-07
0708,N10W53,10,53,36,100,Hsx,2,1,Alpha,2004-12-07
0709,N04E20,4,-20,323,10,Bxo,11,4,Beta,2004-12-07
0708,N10W66,10,66,36,80,Hax,2,1,Alpha,2004-12-08
0709,N04E01,4,-1,329,20,Bxo,4,5,Beta,2004-12-08
0708,N09W81,9,81,37,80,Hax,2,1,Alpha,2004-12-09
0709,N04W11,4,11,327,20,Bxo,7,7,Beta,2004-12-09
0710,S08E47,-8,-47,269,20,Axx,1,2,Alpha,2004-12-09
0708,N09W92,9,92,35,60,Hsx,2,1,Alpha,2004-12-10
0709,N05W21,5,21,324,30,Bxo,7,7,Beta,2004-12-10
0710,S07E33,-7,-33,270,10,Axx,1,1,Alpha,2004-12-10
0709,N05W38,5,38,328,10,Axx,1,1,Alpha,2004-12-11
0710,S08E22,-8,-22,268,10,Bxo,3,4,Beta,2004-12-11
0711,N13W20,13,20,310,20,Dso,4,4,Beta,2004-12-11
0711,N13W34,13,34,311,50,Dao,4,6,Beta,2004-12-12
0711,N13W47,13,47,311,100,Dao,6,16,Beta,2004-12-13
0711,N13W60,13,60,311,120,Dai,7,12,Beta-Gamma,2004-12-14
0711,N13W74,13,74,311,130,Dso,7,8,Beta-Gamma,2004-12-15
0710,S08W46,-8,46,270,20,Cao,7,4,Beta,2004-12-16
0711,N13W88,13,88,312,150,Dao,6,4,Beta-Gamma,2004-12-16
0710,S06W61,-6,61,272,30,Dso,5,4,Beta,2004-12-17
0710,S07W72,-7,72,270,50,Eai,13,5,Beta,2004-12-18
0712,S10E50,-10,-50,148,20,Dso,6,4,Beta,2004-12-18
0713,S10E70,-10,-70,128,70,Hax,3,1,Alpha,2004-12-18
0710,S07W82,-7,82,267,10,Axx,1,1,Alpha,2004-12-19
0712,S10E37,-10,-37,148,30,Cso,5,5,Beta,2004-12-19
0713,S10E59,-10,-59,126,100,Dao,7,4,Beta,2004-12-19
0712,S11E24,-11,-24,147,10,Bxo,4,2,Beta,2004-12-20
0713,S10E46,-10,-46,125,120,Cso,10,7,Beta,2004-12-20
0713,S09E34,-9,-34,124,210,Eai,11,20,Beta-Gamma,2004-12-21
0713,S08E22,-8,-22,123,210,Eai,11,15,Beta-Gamma,2004-12-22
0713,S10E07,-10,-7,125,190,Fai,16,25,Beta-Gamma,2004-12-23
0714,S04W01,-4,1,133,10,Cao,3,2,Beta,2004-12-23
0713,S08W06,-8,6,125,210,Dao,10,21,Beta-Gamma,2004-12-24
0714,S03W16,-3,16,135,20,Bxo,4,6,Beta,2004-12-24
0713,S08W21,-8,21,126,190,Eai,12,20,Beta,2004-12-25
0714,S03W30,-3,30,135,20,Cro,5,2,Beta,2004-12-25
0713,S09W36,-9,36,128,100,Dsi,7,5,Beta,2004-12-26
0714,S03W40,-3,40,132,0,Axx,1,1,Alpha,2004-12-26
0713,S08W47,-8,47,126,90,Cso,4,6,Beta,2004-12-27
0713,S09W65,-9,65,131,100,Hax,3,1,Alpha,2004-12-28
0713,S09W78,-9,78,131,150,Cso,7,5,Beta,2004-12-29
0715,N04E74,4,-74,339,80,Dao,5,2,Beta,2004-12-29
0713,S09W91,-9,91,131,150,Eai,12,4,Beta,2004-12-30
0715,N04E61,4,-61,339,260,Dko,8,3,Beta-Gamma-Delta,2004-12-30
0715,N04E47,4,-47,339,350,Dkc,5,12,Beta-Gamma-Delta,2004-12-31
0716,S16E52,-16,-52,334,10,Bxo,4,2,Beta,2004-12-31
0715,N04E34,4,-34,339,220,Dac,6,22,Beta-Gamma-Delta,2005-01-01
0716,S14E37,-14,-37,336,20,Cao,3,5,Beta,2005-01-01
0717,N07W56,7,56,69,10,Cao,3,3,Beta,2005-01-01
0715,N05E21,5,-21,339,180,Dac,5,16,Beta-Gamma,2005-01-02
0716,S14E24,-14,-24,336,20,Dso,1,1,Beta,2005-01-02
0717,N07W73,7,73,73,30,Cao,3,4,Beta,2005-01-02
0715,N05E08,5,-8,339,130,Dsi,7,17,Beta-Gamma,2005-01-03
0716,S13E11,-13,-11,336,10,Cso,3,2,Beta,2005-01-03
0717,N08W86,8,86,73,110,Dso,4,3,Beta,2005-01-03
0715,N04W04,4,4,339,130,Dai,9,16,Beta-Gamma,2005-01-04
0716,S13W01,-13,1,336,30,Cao,5,7,Beta,2005-01-04
0715,N05W19,5,19,340,40,Dsi,6,9,Beta,2005-01-05
0716,S13W16,-13,16,337,0,Axx,0,1,Alpha,2005-01-05
0715,N04W33,4,33,341,30,Dro,4,5,Beta,2005-01-06
0715,N04W46,4,46,341,30,Dso,4,4,Beta,2005-01-07
0715,N06W59,6,59,341,20,Hax,1,1,Alpha,2005-01-08
0718,S09E78,-9,-78,204,60,Hax,2,1,Alpha,2005-01-08
0715,N08W69,8,69,338,20,Axx,1,1,Alpha,2005-01-09
0718,S08E67,-8,-67,202,90,Cao,3,2,Beta,2005-01-09
0719,S09E82,-9,-82,187,60,Hax,2,1,Alpha,2005-01-09
0718,S08E54,-8,-54,202,90,Dao,3,3,Beta,2005-01-10
0719,S08E64,-8,-64,192,100,Cao,4,5,Beta,2005-01-10
0718,S08E44,-8,-44,198,100,Dao,3,3,Beta,2005-01-11
0719,S10E52,-10,-52,190,70,Dso,5,4,Beta,2005-01-11
0720,N09E65,9,-65,177,10,Bxo,6,3,Beta,2005-01-11
0718,S06E32,-6,-32,197,70,Dao,5,2,Beta,2005-01-12
0720,N13E52,13,-52,177,50,Cao,5,3,Beta,2005-01-12
0718,S07E19,-7,-19,197,180,Eao,13,16,Beta,2005-01-13
0720,N13E37,13,-37,179,420,Dkc,8,22,Beta,2005-01-13
0718,S07E07,-7,-7,196,160,Fko,16,19,Beta,2005-01-14
0720,N13E24,13,-24,179,1080,Dkc,9,38,Beta-Delta,2005-01-14
0718,S05W06,-5,6,196,250,Fao,18,22,Beta,2005-01-15
0720,N13E10,13,-10,180,1540,Dkc,10,23,Beta-Delta,2005-01-15
0718,S07W21,-7,21,197,360,Fki,17,26,Beta-Gamma,2005-01-16
0720,N13W03,13,3,179,1620,Dkc,10,54,Beta-Delta,2005-01-16
0718,S07W34,-7,34,197,310,Fai,17,19,Beta-Gamma,2005-01-17
0720,N13W15,13,15,178,1630,Ekc,15,37,Beta-Delta,2005-01-17
0721,S03E14,-3,-14,149,20,Cso,4,2,Beta,2005-01-17
0722,N19E04,19,-4,159,0,Axx,1,1,Alpha,2005-01-17
0718,S07W47,-7,47,197,240,Fai,17,17,Beta,2005-01-18
0720,N13W30,13,30,180,1460,Ekc,14,48,Beta-Delta,2005-01-18
0721,S03E02,-3,-2,148,0,Axx,1,1,Alpha,2005-01-18
0723,N06E77,6,-77,73,70,Hax,2,1,Alpha,2005-01-18
0718,S07W64,-7,64,200,140,Fao,16,10,Beta,2005-01-19
0720,N13W44,13,44,180,1400,Ekc,14,44,Beta-Gamma,2005-01-19
0722,N19W25,19,25,161,0,Axx,1,1,Alpha,2005-01-19
0723,N07E63,7,-63,73,100,Hsx,2,1,Alpha,2005-01-19
0724,S12W07,-12,7,143,10,Cso,3,3,Beta,2005-01-19
0718,S06W76,-6,76,199,110,Dao,10,3,Beta,2005-01-20
0720,N14W56,14,56,179,1220,Ekc,13,31,Beta-Delta,2005-01-20
0723,N06E52,6,-52,71,70,Cao,9,2,Beta,2005-01-20
0718,S07W88,-7,88,198,100,Cso,6,3,Beta,2005-01-21
0720,N14W70,14,70,180,1400,Ekc,15,27,Beta-Gamma-Delta,2005-01-21
0723,N06E35,6,-35,75,80,Hsx,2,1,Alpha,2005-01-21
0720,N13W83,13,83,179,1090,Ekc,15,17,Beta-Gamma-Delta,2005-01-22
0723,N06E22,6,-22,74,70,Hsx,2,1,Alpha,2005-01-22
0725,S04W36,-4,36,132,90,Dsi,5,8,Beta,2005-01-22
0726,S02E27,-2,-27,69,40,Cso,4,3,Beta,2005-01-22
0720,N11W93,11,93,176,900,Dkc,6,6,Beta-Gamma-Delta,2005-01-23
0723,N07E07,7,-7,76,120,Cso,3,3,Beta,2005-01-23
0725,S04W49,-4,49,132,190,Dsi,5,9,Beta-Gamma,2005-01-23
0726,S01E14,-1,-14,69,20,Cro,3,2,Beta,2005-01-23
0723,N06W04,6,4,74,70,Hsx,2,1,Alpha,2005-01-24
0725,S03W64,-3,64,134,150,Cao,6,7,Beta,2005-01-24
0726,S01W02,-1,2,72,10,Axx,1,2,Alpha,2005-01-24
0723,N06W17,6,17,74,70,Hsx,3,1,Alpha,2005-01-25
0725,S03W77,-3,77,134,110,Cso,5,3,Beta,2005-01-25
0727,S09E38,-9,-38,19,320,Dai,5,8,Beta,2005-01-25
0723,N06W30,6,30,74,50,Hsx,1,1,Alpha,2005-01-26
0725,S03W90,-3,90,134,110,Hax,2,1,Alpha,2005-01-26
0727,S09E25,-9,-25,19,120,Dai,6,13,Beta,2005-01-26
0728,S14E66,-14,-66,338,50,Hsx,1,1,Alpha,2005-01-26
0723,N06W44,6,44,74,50,Hsx,2,1,Alpha,2005-01-27
0727,S09E11,-9,-11,19,100,Dao,6,13,Beta,2005-01-27
0728,S14E53,-14,-53,338,10,Bxo,3,2,Beta,2005-01-27
0723,N06W57,6,57,74,50,Hsx,2,1,Alpha,2005-01-28
0727,S09W02,-9,2,19,80,Dao,7,10,Beta,2005-01-28
0728,S14E36,-14,-36,341,10,Bxo,3,2,Beta,2005-01-28
0723,N05W70,5,70,74,70,Hax,3,2,Alpha,2005-01-29
0727,S05W16,-5,16,20,70,Dai,8,10,Beta,2005-01-29
0728,S14E24,-14,-24,340,10,Axx,1,1,Alpha,2005-01-29
0723,N06W84,6,84,75,90,Hsx,2,2,Alpha,2005-01-30
0727,S10W26,-10,26,17,70,Dso,5,8,Beta,2005-01-30
0727,S09W42,-9,42,20,110,Dai,7,16,Beta-Gamma,2005-01-31
0728,S13E01,-13,-1,337,10,Hsx,2,2,Alpha,2005-01-31
0727,S09W53,-9,53,17,110,Dao,7,7,Beta,2005-02-01
0728,S11W12,-11,12,336,0,Axx,1,1,Alpha,2005-02-01
0729,S10E18,-10,-18,306,70,Dsi,5,11,Beta,2005-02-01
0727,S09W68,-9,68,19,110,Cao,2,2,Beta,2005-02-02
0729,S08E06,-8,-6,305,60,Cso,6,5,Beta,2005-02-02
0727,S08W84,-8,84,22,90,Hax,3,1,Alpha,2005-02-03
0729,S10W10,-10,10,308,60,Dao,7,7,Beta,2005-02-03
0727,S10W97,-10,97,22,30,Axx,2,1,Alpha,2005-02-04
0729,S11W25,-11,25,310,20,Hsx,1,2,Alpha,2005-02-04
0729,S11W39,-11,39,312,20,Hsx,1,1,Alpha,2005-02-05
0730,S20E73,-20,-73,200,60,Hsx,2,1,Alpha,2005-02-05
0729,S11W52,-11,52,312,10,Axx,1,1,Alpha,2005-02-06
0730,S20E60,-20,-60,200,30,Hsx,1,1,Alpha,2005-02-06
0729,S11W66,-11,66,312,20,Hsx,1,1,Alpha,2005-02-07
0730,S20E46,-20,-46,200,50,Hax,2,1,Alpha,2005-02-07
0731,S02E27,-2,-27,219,30,Dso,3,2,Beta,2005-02-07
0732,N09E70,9,-70,176,40,Dao,8,3,Beta,2005-02-07
0729,S11W79,-11,79,312,20,Hax,1,1,Alpha,2005-02-08
0730,S20E33,-20,-33,200,60,Cso,7,3,Beta,2005-02-08
0731,S02E14,-2,-14,217,10,Hax,1,2,Alpha,2005-02-08
0732,N09E57,9,-57,176,90,Dso,8,5,Beta-Gamma,2005-02-08
0733,S09E78,-9,-78,155,180,Hax,2,1,Alpha,2005-02-08
0730,S20E20,-20,-20,200,70,Dso,6,9,Beta,2005-02-09
0732,N12E37,12,-37,183,50,Fso,16,10,Beta-Gamma,2005-02-09
0733,S08E67,-8,-67,153,240,Hkx,3,4,Alpha,2005-02-09
0730,S21E09,-21,-9,198,90,Cao,6,6,Beta,2005-02-10
0732,N14E28,14,-28,179,60,Fai,10,10,Beta-Gamma,2005-02-10
0733,S08E54,-8,-54,153,280,Hsx,4,3,Alpha,2005-02-10
0734,S04E71,-4,-71,136,60,Hax,2,1,Alpha,2005-02-10
0730,S20W05,-20,5,199,50,Hax,2,2,Alpha,2005-02-11
0732,N17E17,17,-17,177,40,Dro,8,6,Beta,2005-02-11
0733,S08E40,-8,-40,154,310,Cho,3,3,Beta,2005-02-11
0734,S04E57,-4,-57,137,50,Hax,2,1,Alpha,2005-02-11
0735,S08E74,-8,-74,120,80,Hsx,4,1,Alpha,2005-02-11
0730,S20W19,-20,19,199,50,Hax,2,2,Alpha,2005-02-12
0732,N11W04,11,4,184,40,Dro,10,14,Beta-Gamma,2005-02-12
0733,S08E31,-8,-31,149,340,Hhx,5,3,Alpha,2005-02-12
0734,S04E44,-4,-44,136,60,Hsx,2,1,Alpha,2005-02-12
0735,S08E60,-8,-60,120,410,Dho,6,3,Beta,2005-02-12
0730,S20W32,-20,32,199,10,Axx,2,4,Alpha,2005-02-13
0732,N11W17,11,17,184,90,Eso,11,14,Beta-Gamma,2005-02-13
0733,S08E14,-8,-14,153,250,Hax,3,2,Alpha,2005-02-13
0734,S05E31,-5,-31,136,60,Hsx,2,1,Alpha,2005-02-13
0735,S08E47,-8,-47,120,380,Hhx,4,1,Alpha,2005-02-13
0730,S19W44,-19,44,198,10,Axx,1,3,Alpha,2005-02-14
0732,N12W30,12,30,184,30,Dso,6,9,Beta,2005-02-14
0733,S09E01,-9,-1,153,230,Hax,3,2,Alpha,2005-02-14
0734,S04E17,-4,-17,137,80,Hsx,2,1,Alpha,2005-02-14
0735,S09E34,-9,-34,120,370,Dho,7,8,Beta,2005-02-14
0730,S19W57,-19,57,198,10,Bxo,2,3,Beta,2005-02-15
0732,N12W43,12,43,184,10,Bxo,6,7,Beta,2005-02-15
0733,S09W13,-9,13,154,230,Cao,5,22,Beta,2005-02-15
0734,S05E04,-5,-4,137,70,Cao,5,7,Beta,2005-02-15
0735,S08E20,-8,-20,121,440,Dko,7,26,Beta,2005-02-15
0732,N08W60,8,60,188,20,Bxo,10,4,Beta,2005-02-16
0733,S08W26,-8,26,154,180,Dao,4,6,Alpha,2005-02-16
0734,S04W10,-4,10,138,70,Cso,4,4,Beta,2005-02-16
0735,S08E06,-8,-6,122,420,Cko,11,15,Beta-Gamma,2005-02-16
0733,S08W39,-8,39,154,170,Dso,4,9,Alpha,2005-02-17
0734,S04W23,-4,23,138,80,Cso,4,5,Beta,2005-02-17
0735,S07W06,-7,6,121,470,Ekc,11,17,Beta-Gamma-Delta,2005-02-17
0733,S08W52,-8,52,153,130,Dso,5,6,Beta,2005-02-18
0734,S05W34,-5,34,135,70,Cso,4,4,Beta,2005-02-18
0735,S10W18,-10,18,119,420,Dkc,8,11,Beta-Gamma-Delta,2005-02-18
0733,S09W67,-9,67,155,90,Dso,4,5,Beta,2005-02-19
0734,S05W50,-5,50,138,40,Dso,2,3,Beta,2005-02-19
0735,S09W32,-9,32,120,460,Dko,6,8,Beta,2005-02-19
0733,S08W80,-8,80,155,70,Cso,3,2,Beta,2005-02-20
0734,S05W63,-5,63,138,40,Hsx,1,1,Alpha,2005-02-20
0735,S09W45,-9,45,120,410,Dki,6,18,Beta-Gamma,2005-02-20
0733,S08W93,-8,93,155,70,Hsx,2,1,Alpha,2005-02-21
0734,S05W76,-5,76,138,40,Hsx,1,1,Alpha,2005-02-21
0735,S09W58,-9,58,120,440,Dko,6,12,Beta-Gamma,2005-02-21
0736,N13W50,13,50,112,30,Dao,5,6,Beta,2005-02-21
0735,S09W71,-9,71,120,440,Dko,5,6,Beta-Gamma,2005-02-22
0736,N13W63,13,63,112,120,Dao,7,7,Beta,2005-02-22
0735,S09W85,-9,85,120,300,Cko,3,2,Beta,2005-02-23
0736,N13W77,13,77,112,210,Dko,7,1,Beta,2005-02-23
0735,S09W97,-9,97,119,60,Hsx,2,1,Alpha,2005-02-24
0736,N13W92,13,92,114,90,Cso,2,3,Beta,2005-02-24
0737,S07W31,-7,31,53,40,Dsi,4,8,Beta,2005-02-24
0738,S10E10,-10,-10,12,10,Bxo,2,2,Beta,2005-02-24
0737,S09W44,-9,44,53,40,Dso,5,7,Beta,2005-02-25
0737,S11W59,-11,59,55,30,Bxo,6,5,Beta,2005-02-26
0737,S11W72,-11,72,55,40,Bxo,4,3,Beta,2005-02-27
0739,S04E52,-4,-52,291,30,Bxo,5,4,Beta,2005-02-27
0739,S04E38,-4,-38,292,20,Axx,1,2,Alpha,2005-02-28
0739,S04E21,-4,-21,295,0,Axx,1,1,Alpha,2005-03-01
0739,S03E10,-3,-10,293,10,Axx,1,1,Alpha,2005-03-02
0740,S07W24,-7,24,314,20,Hsx,1,1,Alpha,2005-03-03
0739,S03W16,-3,16,293,10,Bxo,3,2,Beta,2005-03-04
0740,S07W37,-7,37,314,10,Axx,1,2,Alpha,2005-03-04
0741,N12E70,12,-70,194,110,Cao,5,3,Beta,2005-03-05
0741,N12E57,12,-57,193,110,Cao,8,12,Beta,2005-03-06
0741,N12E44,12,-44,193,80,Dao,7,12,Beta,2005-03-07
0739,S04W67,-4,67,291,20,Bxo,5,4,Beta,2005-03-08
0741,N13E30,13,-30,194,60,Cao,5,7,Beta,2005-03-08
0742,S05E67,-5,-67,157,60,Hax,3,2,Alpha,2005-03-08
0739,S07W81,-7,81,292,40,Axx,6,3,Alpha,2005-03-09
0741,N14E17,14,-17,194,40,Cao,6,8,Beta,2005-03-09
0742,S06E56,-6,-56,155,80,Bxo,12,11,Beta,2005-03-09
0739,S08W92,-8,92,290,90,Bxo,2,2,Beta,2005-03-10
0741,N12E03,12,-3,195,60,Dsi,6,17,Beta,2005-03-10
0742,S06E43,-6,-43,155,170,Eai,11,17,Beta,2005-03-10
0743,S09E76,-9,-76,122,240,Hkx,3,1,Alpha,2005-03-10
0741,N13W11,13,11,195,100,Cai,5,15,Beta,2005-03-11
0742,S05E31,-5,-31,153,190,Eai,11,24,Beta,2005-03-11
0743,S07E63,-7,-63,121,180,Hax,3,1,Alpha,2005-03-11
0741,N12W26,12,26,197,110,Cai,7,8,Beta,2005-03-12
0742,S05E17,-5,-17,154,190,Eai,12,20,Beta,2005-03-12
0743,S07E50,-7,-50,121,190,Hsx,4,1,Alpha,2005-03-12
0741,N12W41,12,41,200,30,Cso,6,5,Beta-Gamma,2005-03-13
0742,S06E03,-6,-3,156,240,Dac,10,30,Beta,2005-03-13
0743,S08E36,-8,-36,123,260,Hhx,4,2,Alpha,2005-03-13
0741,N12W57,12,57,203,60,Dao,6,7,Beta,2005-03-14
0742,S05W12,-5,12,158,340,Eai,12,37,Beta,2005-03-14
0743,S07E24,-7,-24,122,250,Hkx,5,3,Alpha,2005-03-14
0741,N12W68,12,68,201,70,Cao,6,4,Beta,2005-03-15
0742,S05W24,-5,24,157,320,Eao,11,14,Beta,2005-03-15
0743,S07E10,-7,-10,123,250,Hhx,4,1,Alpha,2005-03-15
0741,N10W80,10,80,200,100,Dso,10,3,Beta,2005-03-16
0742,S05W39,-5,39,159,330,Eko,11,20,Beta-Gamma,2005-03-16
0743,S08W04,-8,4,124,290,Hkx,5,5,Alpha,2005-03-16
0742,S06W50,-6,50,156,350,Eao,11,18,Beta-Gamma,2005-03-17
0743,S08W17,-8,17,123,320,Cko,6,7,Beta,2005-03-17
0742,S06W65,-6,65,158,240,Dao,10,8,Beta,2005-03-18
0743,S08W31,-8,31,124,300,Cko,6,7,Beta,2005-03-18
0742,S06W80,-6,80,160,300,Hkx,3,3,Alpha,2005-03-19
0743,S08W44,-8,44,124,300,Dhi,6,14,Beta-Gamma,2005-03-19
0742,S06W93,-6,93,160,250,Hkx,3,1,Alpha,2005-03-20
0743,S08W57,-8,57,124,390,Dki,8,20,Beta-Gamma,2005-03-20
0743,S08W70,-8,70,124,310,Dao,7,12,Beta-Gamma,2005-03-21
0744,S12E01,-12,-1,53,60,Dso,5,7,Beta,2005-03-21
0743,S08W84,-8,84,124,210,Cso,7,5,Beta-Gamma,2005-03-22
0744,S12W13,-12,13,53,100,Dao,7,14,Beta,2005-03-22
0745,N12E54,12,-54,346,20,Bxo,3,4,Beta,2005-03-22
0743,S08W96,-8,96,123,180,Hkx,5,1,Alpha,2005-03-23
0744,S13W26,-13,26,53,70,Dso,6,11,Beta,2005-03-23
0745,N12E43,12,-43,344,110,Cao,7,7,Beta,2005-03-23
0744,S13W40,-13,40,54,100,Cao,5,7,Beta,2005-03-24
0745,N12E30,12,-30,344,90,Dao,8,17,Beta,2005-03-24
0746,S11E07,-11,-7,7,30,Cao,3,2,Beta,2005-03-24
0744,S13W53,-13,53,54,30,Hsx,2,1,Alpha,2005-03-25
0745,N12E15,12,-15,346,100,Dai,9,20,Beta,2005-03-25
0746,S11W06,-11,6,7,40,Dso,5,6,Beta,2005-03-25
0744,S14W68,-14,68,56,20,Axx,1,2,Alpha,2005-03-26
0745,N12E03,12,-3,345,190,Dai,9,22,Beta,2005-03-26
0746,S12W21,-12,21,9,80,Dao,6,11,Beta,2005-03-26
0745,N12W11,12,11,346,90,Dao,10,8,Beta,2005-03-27
0746,S12W35,-12,35,10,50,Dao,6,13,Beta,2005-03-27
0745,N12W24,12,24,345,90,Cao,9,7,Beta,2005-03-28
0746,S11W47,-11,47,8,30,Dso,4,8,Beta,2005-03-28
0745,N12W39,12,39,347,60,Cao,7,5,Beta,2005-03-29
0745,N12W55,12,55,349,30,Cso,6,5,Beta,2005-03-30
0745,N12W68,12,68,349,10,Axx,1,1,Alpha,2005-03-31
0747,S07E23,-7,-23,245,10,Hsx,1,1,Alpha,2005-04-01
0748,N09E59,9,-59,209,20,Hsx,1,1,Alpha,2005-04-01
0747,S09E10,-9,-10,245,40,Dao,3,5,Beta,2005-04-02
0748,N09E46,9,-46,209,20,Hsx,1,1,Alpha,2005-04-02
0747,S07W04,-7,4,245,70,Dso,5,9,Beta,2005-04-03
0748,N09E33,9,-33,208,30,Hax,1,1,Alpha,2005-04-03
0747,S05W19,-5,19,247,60,Dao,6,6,Beta,2005-04-04
0748,N11E20,11,-20,208,10,Hsx,1,1,Alpha,2005-04-04
0749,S06E63,-6,-63,165,50,Hsx,1,1,Alpha,2005-04-04
0747,S06W32,-6,32,247,110,Dai,9,21,Beta,2005-04-05
0748,N11E08,11,-8,207,20,Hsx,1,1,Alpha,2005-04-05
0749,S06E52,-6,-52,163,40,Hsx,1,2,Alpha,2005-04-05
0747,S05W47,-5,47,249,130,Dai,10,12,Beta,2005-04-06
0748,N12W06,12,6,208,20,Axx,2,2,Alpha,2005-04-06
0749,S06E38,-6,-38,164,20,Hax,2,1,Alpha,2005-04-06
0750,S08E84,-8,-84,118,120,Hax,1,1,Alpha,2005-04-06
0747,S05W59,-5,59,247,80,Dso,8,6,Beta,2005-04-07
0748,N11W18,11,18,206,10,Axx,2,2,Alpha,2005-04-07
0749,S05E24,-5,-24,164,20,Hsx,1,1,Alpha,2005-04-07
0750,S07E65,-7,-65,123,70,Hax,2,1,Alpha,2005-04-07
0747,S06W74,-6,74,249,80,Cao,10,5,Beta,2005-04-08
0749,S05E11,-5,-11,164,20,Hsx,1,2,Alpha,2005-04-08
0750,S07E51,-7,-51,124,140,Dai,7,12,Beta,2005-04-08
0747,S04W91,-4,91,253,60,Cro,4,4,Beta,2005-04-09
0749,S06W02,-6,2,164,20,Hax,1,2,Alpha,2005-04-09
0750,S07E36,-7,-36,126,150,Dao,7,9,Beta,2005-04-09
0751,S08W59,-8,59,221,20,Hsx,1,1,Alpha,2005-04-09
0749,S05W17,-5,17,166,10,Hsx,1,1,Alpha,2005-04-10
0750,S07E24,-7,-24,125,100,Dai,4,6,Beta,2005-04-10
0751,S07W74,-7,74,223,80,Dai,6,6,Beta,2005-04-10
0749,S06W30,-6,30,166,10,Axx,1,1,Alpha,2005-04-11
0750,S07E12,-7,-12,124,70,Dso,5,6,Beta,2005-04-11
0751,S07W83,-7,83,219,60,Dso,6,5,Beta,2005-04-11
0750,S07W01,-7,1,124,90,Cso,5,7,Beta,2005-04-12
0750,S07W15,-7,15,124,80,Dso,8,9,Beta,2005-04-13
0752,N00E76,0,-76,33,80,Dso,10,3,Beta,2005-04-13
0750,S07W28,-7,28,124,60,Cso,7,5,Beta,2005-04-14
0752,N01E56,1,-56,40,150,Dao,10,8,Beta,2005-04-14
0753,N12W06,12,6,102,10,Cso,3,2,Beta,2005-04-14
0750,S07W41,-7,41,124,40,Hsx,2,2,Alpha,2005-04-15
0752,N01E43,1,-43,40,160,Eai,11,10,Beta-Gamma,2005-04-15
0753,N12W19,12,19,102,10,Bxo,6,6,Beta,2005-04-15
0754,S08E51,-8,-51,32,80,Dai,4,5,Beta,2005-04-15
0750,S07W54,-7,54,124,30,Hsx,1,1,Alpha,2005-04-16
0752,N01E30,1,-30,40,140,Eso,11,8,Beta-Gamma,2005-04-16
0753,N12W32,12,32,102,10,Bxo,5,5,Beta,2005-04-16
0754,S08E38,-8,-38,32,50,Cso,5,7,Beta,2005-04-16
0750,S08W66,-8,66,123,20,Hsx,1,1,Alpha,2005-04-17
0752,N02E14,2,-14,43,90,Dso,7,5,Beta,2005-04-17
0753,N12W45,12,45,102,10,Axx,1,1,Alpha,2005-04-17
0754,S08E23,-8,-23,34,40,Dso,5,5,Beta,2005-04-17
0750,S07W80,-7,80,123,30,Hrx,1,1,Alpha,2005-04-18
0752,N02E00,2,0,43,110,Cso,7,8,Beta,2005-04-18
0754,S08E11,-8,-11,32,30,Cso,4,4,Beta,2005-04-18
0755,S11E76,-11,-76,327,30,Hax,2,1,Alpha,2005-04-18
0752,N01W13,1,13,43,110,Cao,7,9,Beta,2005-04-19
0754,S07E00,-7,0,30,30,Cso,5,4,Beta,2005-04-19
0755,S11E67,-11,-67,323,40,Hax,1,1,Alpha,2005-04-19
0752,N03W28,3,28,45,110,Cao,6,6,Beta,2005-04-20
0754,S08W15,-8,15,32,10,Cso,3,4,Beta,2005-04-20
0755,S12E49,-12,-49,328,20,Cao,3,3,Beta,2005-04-20
0752,N02W40,2,40,44,80,Cso,7,4,Beta,2005-04-21
0754,S08W29,-8,29,33,30,Cso,3,4,Beta,2005-04-21
0755,S12E37,-12,-37,327,20,Hsx,1,1,Alpha,2005-04-21
0752,N03W55,3,55,46,60,Hsx,2,1,Alpha,2005-04-22
0755,S12E21,-12,-21,330,10,Hsx,1,1,Alpha,2005-04-22
0752,N03W70,3,70,48,60,Hsx,2,1,Alpha,2005-04-23
0754,S07W57,-7,57,35,10,Bxo,3,2,Beta,2005-04-23
0755,S11E09,-11,-9,329,10,Hsx,1,1,Alpha,2005-04-23
0752,N03W85,3,85,49,60,Hsx,2,1,Alpha,2005-04-24
0754,S07W71,-7,71,35,10,Axx,1,1,Alpha,2005-04-24
0755,S12W02,-12,2,326,10,Axx,1,3,Alpha,2005-04-24
0755,S13W29,-13,29,327,10,Axx,1,1,Alpha,2005-04-26
0756,S06E68,-6,-68,230,330,Cko,6,4,Beta,2005-04-26
0756,S06E55,-6,-55,230,550,Dkc,6,10,Beta-Delta,2005-04-27
0755,S13W54,-13,54,326,10,Bxo,1,4,Beta,2005-04-28
0756,S06E42,-6,-42,230,760,Ekc,11,21,Beta-Delta,2005-04-28
0756,S06E29,-6,-29,229,1030,Ekc,12,44,Beta-Delta,2005-04-29
0757,S05E03,-5,-3,255,30,Dao,5,7,Beta,2005-04-29
0756,S06E17,-6,-17,228,890,Ekc,11,21,Beta-Delta,2005-04-30
