nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
1126,S32E20,-32,-20,107,80,Dao,6,5,Beta,2010-11-17
1127,N25E71,25,-71,55,120,Hsx,2,1,Alpha,2010-11-17
1123,S25W79,-25,79,193,0,Axx,0,1,Alpha,2010-11-18
1124,N14W58,14,58,172,220,Esi,11,9,Beta,2010-11-18
1126,S31E07,-31,-7,108,90,Dai,9,10,Beta,2010-11-18
1127,N25E56,25,-56,59,90,Hsx,2,1,Alpha,2010-11-18
1124,N14W71,14,71,172,150,Eso,12,5,Beta,2010-11-19
1126,S31W07,-31,7,108,40,Dso,7,4,Beta,2010-11-19
1127,N25E43,25,-43,58,60,Hsx,1,1,Alpha,2010-11-19
1124,N19W85,19,85,173,200,Eso,13,2,Beta,2010-11-20
1126,S31W19,-31,19,107,40,Dso,7,4,Beta,2010-11-20
1127,N24E30,24,-30,58,90,Hsx,2,1,Alpha,2010-11-20
1126,S32W30,-32,30,105,50,Cao,8,3,Beta,2010-11-21
1127,N24E18,24,-18,57,70,Hsx,2,1,Alpha,2010-11-21
1126,S32W44,-32,44,106,20,Bxo,8,4,Beta,2010-11-22
1127,N25E05,25,-5,57,60,Hsx,2,1,Alpha,2010-11-22
1126,S32W56,-32,56,104,10,Bxo,9,2,Beta,2010-11-23
1127,N25W08,25,8,56,80,Hsx,2,1,Alpha,2010-11-23
1127,N25W21,25,21,57,60,Hsx,4,2,Alpha,2010-11-24
1127,N25W34,25,34,56,50,Hsx,2,1,Alpha,2010-11-25
1127,N24W46,24,46,56,40,Hrx,2,1,Alpha,2010-11-26
1128,S16E59,-16,-59,310,10,Axx,1,1,Alpha,2010-11-26
1127,N23W59,23,59,59,30,Hsx,1,1,Alpha,2010-11-27
1128,S14E46,-14,-46,310,10,Bxo,3,2,Beta,2010-11-27
1127,N24W71,24,71,54,30,Hsx,2,1,Alpha,2010-11-28
1129,S25W76,-25,76,46,30,Bxo,10,3,Beta,2010-11-29
1130,N13E00,13,0,330,60,Csi,5,11,Beta,2010-11-29
1129,S26W88,-26,88,44,10,Axx,1,1,Alpha,2010-11-30
1130,N13W14,13,14,331,80,Dai,6,10,Beta,2010-11-30
1130,N12W27,12,27,330,190,Dsi,8,14,Beta,2010-12-01
1130,N14W40,14,40,331,250,Dai,9,15,Beta,2010-12-02
1130,N14W52,14,52,330,240,Dri,10,11,Beta,2010-12-03
1131,N30E68,30,-68,208,240,Hsx,5,1,Alpha,2010-12-03
1130,N12W67,12,67,331,150,Cro,7,6,Beta,2010-12-04
1131,N31E53,31,-53,211,390,Hhx,4,1,Alpha,2010-12-04
1130,N12W83,12,83,336,80,Hsx,3,1,Alpha,2010-12-05
1131,N30E40,30,-40,211,350,Cho,5,2,Beta,2010-12-05
1132,N11W01,11,1,251,30,Cro,4,4,Beta,2010-12-05
1133,N14E72,14,-72,180,100,Hhx,2,1,Alpha,2010-12-05
1130,N12W94,12,94,331,40,Hsx,1,1,Alpha,2010-12-06
1131,N31E28,31,-28,210,310,Hax,4,1,Alpha,2010-12-06
1132,N11W15,11,15,252,60,Bxo,6,4,Beta,2010-12-06
1133,N14E58,14,-58,180,80,Hso,2,1,Alpha,2010-12-06
1131,N31E15,31,-15,209,410,Hhx,4,1,Alpha,2010-12-07
1132,N10W30,10,30,251,10,Bxo,7,2,Beta,2010-12-07
1133,N16E43,16,-43,178,160,Hsx,2,2,Alpha,2010-12-07
1131,N31E03,31,-3,208,430,Cho,7,12,Beta,2010-12-08
1133,N15E31,15,-31,181,200,Hsx,2,2,Alpha,2010-12-08
1131,N31W10,31,10,209,330,Hax,4,1,Alpha,2010-12-09
1133,N14E18,14,-18,179,120,Hrx,3,1,Alpha,2010-12-09
1131,N32W23,32,23,208,310,Hhx,5,1,Alpha,2010-12-10
1133,N15E05,15,-5,178,90,Hsx,2,1,Alpha,2010-12-10
1131,N31W35,31,35,207,320,Hhx,4,1,Alpha,2010-12-11
1132,N11W83,11,83,255,0,Axx,0,1,Alpha,2010-12-11
1133,N15W09,15,9,181,90,Hsx,2,1,Alpha,2010-12-11
1131,N31W47,31,47,205,300,Cho,5,2,Beta,2010-12-12
1133,N15W22,15,22,180,110,Cso,3,3,Beta,2010-12-12
1131,N31W58,31,58,204,290,Dho,5,2,Beta,2010-12-13
1133,N14W33,14,33,179,90,Hsx,2,1,Alpha,2010-12-13
1131,N30W72,30,72,204,270,Hhx,4,1,Alpha,2010-12-14
1133,N14W48,14,48,179,80,Hsx,2,1,Alpha,2010-12-14
1134,N18W33,18,33,164,20,Cao,3,3,Beta,2010-12-14
1135,N18E56,18,-56,75,0,Axx,0,1,Alpha,2010-12-14
1131,N32W85,32,85,203,240,Hsx,5,1,Alpha,2010-12-15
1133,N15W61,15,61,179,80,Hsx,2,1,Alpha,2010-12-15
1134,N18W46,18,46,162,0,Axx,0,1,Alpha,2010-12-15
1133,N13W74,13,74,180,50,Hsx,1,1,Alpha,2010-12-16
1133,N16W94,16,94,186,60,Hsx,1,1,Alpha,2010-12-17
1135,N19E17,19,-17,76,20,Bxo,3,2,Beta,2010-12-17
1135,N19E02,19,-2,78,0,Axx,1,1,Alpha,2010-12-18
1136,S22W57,-22,57,30,10,Bxo,4,3,Beta,2010-12-26
1137,N18E23,18,-23,311,20,Cro,5,5,Beta,2010-12-26
1136,S22W71,-22,71,31,10,Bxo,4,2,Beta,2010-12-27
1137,N18E10,18,-10,310,10,Bxo,5,6,Beta,2010-12-27
1138,N13W12,13,12,320,50,Dao,5,4,Beta,2010-12-28
1138,N13W26,13,26,320,60,Dai,7,9,Beta-Gamma,2010-12-29
1138,N13W39,13,39,321,40,Dro,6,4,Beta-Gamma,2010-12-30
1139,S26E48,-26,-48,233,10,Bxo,2,2,Beta,2010-12-30
1138,N12W55,12,55,323,20,Hrx,2,3,Alpha,2010-12-31
1139,S26E33,-26,-33,235,0,Axx,0,1,Alpha,2010-12-31
1138,N12W70,12,70,324,10,Bxo,2,2,Beta,2011-01-01
1140,N32E67,32,-67,188,180,Hsx,3,1,Alpha,2011-01-01
1138,N17W82,17,82,323,10,Axx,5,2,Alpha,2011-01-02
1139,S30E03,-30,-3,239,0,Axx,1,1,Alpha,2011-01-02
1140,N32E52,32,-52,190,200,Hsx,4,1,Alpha,2011-01-02
1141,N35W25,35,25,267,100,Dso,7,6,Beta,2011-01-02
1142,S14E33,-14,-33,208,40,Dso,6,5,Beta,2011-01-02
1140,N32E40,32,-40,189,160,Hsx,3,1,Alpha,2011-01-03
1141,N34W39,34,39,268,10,Bxo,10,4,Beta,2011-01-03
1142,S12E21,-12,-21,207,90,Dso,8,3,Beta,2011-01-03
1140,N32E25,32,-25,190,180,Hsx,2,1,Alpha,2011-01-04
1141,N35W50,35,50,265,20,Bxo,11,7,Beta,2011-01-04
1142,S13E07,-13,-7,208,120,Dsi,10,13,Beta,2011-01-04
1140,N34E14,34,-14,189,210,Hsx,4,1,Alpha,2011-01-05
1141,N35W64,35,64,267,60,Eao,13,6,Beta,2011-01-05
1142,S12W05,-12,5,208,90,Dsi,8,17,Beta,2011-01-05
1140,N34E01,34,-1,188,190,Cso,6,3,Beta,2011-01-06
1141,N34W76,34,76,266,20,Bxo,12,3,Beta,2011-01-06
1142,S13W18,-13,18,208,40,Cao,8,14,Beta,2011-01-06
1140,N33W11,33,11,188,180,Hsx,3,1,Alpha,2011-01-07
1142,S14W32,-14,32,208,50,Cso,8,7,Beta,2011-01-07
1139,S27W74,-27,74,236,10,Axx,1,3,Alpha,2011-01-08
1140,N33W24,33,24,187,140,Cso,2,3,Beta,2011-01-08
1142,S14W45,-14,45,208,0,Axx,1,2,Alpha,2011-01-08
1143,S22E16,-22,-16,147,20,Dso,4,4,Beta,2011-01-08
1139,S29W87,-29,87,236,0,Axx,1,1,Alpha,2011-01-09
1140,N33W36,33,36,186,160,Cso,2,4,Beta,2011-01-09
1142,S15W56,-15,56,205,10,Bxo,2,3,Beta,2011-01-09
1143,S23E02,-23,-2,146,10,Bxo,6,4,Beta,2011-01-09
1140,N32W49,32,49,185,130,Hsx,2,1,Alpha,2011-01-10
1142,S17W75,-17,75,212,10,Bxo,6,4,Beta,2011-01-10
1144,S16W36,-16,36,173,0,Axx,2,1,Alpha,2011-01-10
1145,N15E39,15,-39,97,10,Bxo,4,4,Beta,2011-01-10
1140,N32W61,32,61,184,130,Hsx,4,1,Alpha,2011-01-11
1145,N16E27,16,-27,98,10,Bxo,5,3,Beta,2011-01-11
1146,N23E46,23,-46,77,0,Axx,1,1,Alpha,2011-01-11
1140,N33W74,33,74,185,120,Cso,5,3,Beta,2011-01-12
1146,N23E33,23,-33,76,10,Bxo,2,3,Beta,2011-01-12
1140,N32W87,32,87,183,70,Hsx,3,1,Alpha,2011-01-13
1146,N24E19,24,-19,78,10,Bxo,2,2,Beta,2011-01-13
1146,N23E06,23,-6,76,10,Bxo,3,4,Beta,2011-01-14
1145,N16W25,16,25,100,0,Axx,1,1,Alpha,2011-01-15
1147,N24E80,24,-80,344,120,Hrx,1,1,Alpha,2011-01-16
1147,N27E65,27,-65,339,120,Dso,6,5,Beta,2011-01-17
1147,N25E52,25,-52,339,150,Cso,11,12,Beta,2011-01-18
1148,S28W32,-28,32,65,10,Bxo,5,4,Beta,2011-01-18
1147,N26E37,26,-37,340,160,Cso,13,12,Beta-Gamma,2011-01-19
1148,S28W46,-28,46,63,30,Cro,4,2,Beta,2011-01-19
1147,N25E22,25,-22,343,130,Cso,9,7,Beta-Gamma,2011-01-20
1148,S28W57,-28,57,62,10,Axx,1,1,Alpha,2011-01-20
1147,N24E09,24,-9,342,170,Cso,9,9,Beta,2011-01-21
1148,S28W72,-28,72,63,20,Bxo,2,3,Alpha,2011-01-21
1147,N24W07,24,7,345,90,Hsx,5,2,Alpha,2011-01-22
1149,N18W05,18,5,343,70,Dri,7,20,Beta-Gamma,2011-01-22
1147,N24W22,24,22,347,90,Hsx,2,1,Alpha,2011-01-23
1149,N18W19,18,19,344,150,Dsi,8,15,Beta-Gamma,2011-01-23
1147,N24W36,24,36,348,80,Hsx,2,1,Alpha,2011-01-24
1149,N17W32,17,32,344,160,Dsi,10,18,Beta-Gamma,2011-01-24
1147,N24W49,24,49,347,110,Hsx,2,1,Alpha,2011-01-25
1149,N16W45,16,45,344,160,Dsi,9,7,Beta,2011-01-25
1147,N24W65,24,65,351,100,Hsx,1,1,Alpha,2011-01-26
1149,N17W62,17,62,347,130,Dso,9,6,Beta,2011-01-26
1147,N24W77,24,77,349,150,Hsx,2,1,Alpha,2011-01-27
1149,N17W77,17,77,349,250,Dso,4,4,Beta,2011-01-27
1150,S22E62,-22,-62,184,10,Bxo,3,5,Beta,2011-01-29
1151,N09W60,9,60,306,20,Cro,2,2,Beta,2011-01-29
1150,S22E50,-22,-50,182,20,Bxo,6,6,Beta,2011-01-30
1151,N11W71,11,71,303,5,Axx,1,1,Alpha,2011-01-30
1150,S21E37,-21,-37,182,50,Dao,8,12,Beta,2011-01-31
1150,S20E24,-20,-24,183,70,Dao,7,11,Beta,2011-02-01
1150,S22E11,-22,-11,183,80,Dsi,8,12,Beta,2011-02-02
1150,S20W02,-20,2,182,80,Dso,10,12,Beta,2011-02-03
1150,S22W13,-22,13,178,10,Bxo,11,6,Beta,2011-02-04
1152,S18E11,-18,-11,157,10,Bxo,5,6,Beta,2011-02-04
1150,S20W30,-20,30,187,30,Cro,3,5,Beta,2011-02-05
1152,S18W01,-18,1,155,30,Cro,5,6,Beta,2011-02-05
1153,N15W18,15,18,172,30,Cro,5,4,Beta,2011-02-05
1152,S18W14,-18,14,154,15,Bxo,4,3,Beta,2011-02-06
1153,N15W31,15,31,172,10,Bxo,4,3,Beta,2011-02-06
1150,S22W51,-22,51,178,0,Axx,1,1,Alpha,2011-02-07
1152,S20W26,-20,26,154,15,Bxo,2,5,Beta,2011-02-07
1153,N16W42,16,42,168,15,Bxo,8,5,Beta,2011-02-07
1150,S23W63,-23,63,178,0,Axx,0,1,Alpha,2011-02-08
1153,N15W56,15,56,171,30,Dro,5,7,Beta,2011-02-08
1153,N15W71,15,71,171,80,Dko,5,8,Beta,2011-02-09
1154,N08W51,8,51,152,10,Hrx,1,1,Alpha,2011-02-09
1155,N17E26,17,-26,75,10,Cro,2,3,Beta,2011-02-09
1156,S19E43,-19,-43,63,10,Cro,4,6,Beta,2011-02-09
1157,N22E36,22,-36,64,10,Cro,1,3,Beta,2011-02-09
1153,N15W88,15,88,175,180,Dso,9,6,Beta-Gamma,2011-02-10
1156,S14E23,-14,-23,64,20,Cro,5,11,Beta,2011-02-10
1157,N22E22,22,-22,69,20,Cso,5,7,Beta,2011-02-10
1156,S14E09,-14,-9,66,20,Dro,5,11,Beta,2011-02-11
1157,N22E08,22,-8,67,20,Cro,5,7,Beta,2011-02-11
1156,S21W06,-21,6,68,40,Cro,7,5,Beta,2011-02-12
1157,N18W04,18,4,65,10,Bxo,5,2,Beta,2011-02-12
1158,S19E25,-19,-25,36,40,Cro,5,5,Beta,2011-02-12
1159,N18E26,18,-26,35,10,Axx,1,2,Alpha,2011-02-12
1156,S21W22,-21,22,70,10,Bxo,4,2,Beta,2011-02-13
1157,N18W18,18,18,67,30,Cro,4,5,Beta,2011-02-13
1158,S19E11,-19,-11,38,40,Dsi,9,12,Beta,2011-02-13
1159,N19E09,19,-9,39,10,Bxo,2,4,Beta,2011-02-13
1156,S21W35,-21,35,71,0,Axx,2,3,Alpha,2011-02-14
1157,N18W30,18,30,65,40,Dso,4,7,Beta,2011-02-14
1158,S20W03,-20,3,34,120,Eac,10,31,Beta-Gamma,2011-02-14
1159,N19W01,19,1,34,20,Cso,5,3,Beta,2011-02-14
1157,N19W43,19,43,65,40,Dso,8,9,Beta,2011-02-15
1158,S21W14,-21,14,36,450,Ekc,12,36,Beta-Gamma,2011-02-15
1159,N19W14,19,14,34,10,Bxo,6,2,Beta,2011-02-15
1161,N11E52,11,-52,330,30,Bxo,5,3,Beta,2011-02-15
1157,N19W57,19,57,67,50,Dao,8,9,Beta,2011-02-16
1158,S21W27,-21,27,36,600,Ekc,12,36,Beta-Gamma-Delta,2011-02-16
1159,N19W28,19,28,38,5,Axx,6,2,Alpha,2011-02-16
1161,N11E38,11,-38,331,130,Dai,8,13,Beta,2011-02-16
1157,N19W70,19,70,66,10,Bxo,8,2,Beta,2011-02-17
1158,S21W39,-21,39,33,620,Ekc,13,19,Beta-Gamma-Delta,2011-02-17
1161,N13E25,13,-25,330,120,Dhi,9,9,Beta-Gamma,2011-02-17
1158,S19W52,-19,52,34,290,Eac,13,17,Beta-Gamma-Delta,2011-02-18
1161,N12E13,12,-13,329,140,Eac,12,14,Beta-Gamma,2011-02-18
1158,S19W64,-19,64,34,310,Ehc,12,25,Beta-Gamma-Delta,2011-02-19
1161,N12W02,12,2,331,200,Eai,12,28,Beta-Gamma,2011-02-19
1162,N18W06,18,6,336,260,Dai,7,18,Beta-Gamma,2011-02-19
1158,S19W78,-19,78,35,280,Dkc,12,10,Beta-Gamma,2011-02-20
1161,N11W15,11,15,332,250,Ekc,15,19,Beta-Gamma-Delta,2011-02-20
1162,N18W19,18,19,336,150,Dai,8,20,Beta-Gamma,2011-02-20
1158,S21W88,-21,88,31,200,Dsi,10,10,Beta-Gamma,2011-02-21
1161,N11W28,11,28,331,260,Ekc,15,39,Beta-Gamma,2011-02-21
1162,N18W32,18,32,335,160,Dsi,9,24,Beta,2011-02-21
1161,N11W42,11,42,331,220,Ekc,13,25,Beta-Gamma,2011-02-22
1162,N17W46,17,46,336,120,Dao,7,15,Beta,2011-02-22
1161,N11W56,11,56,333,250,Eao,10,11,Beta-Gamma,2011-02-23
1162,N17W59,17,59,336,100,Dso,4,3,Beta,2011-02-23
1161,N11W69,11,69,336,130,Dso,9,4,Beta,2011-02-24
1162,N17W73,17,73,339,70,Cso,3,3,Beta,2011-02-24
1161,N11W87,11,87,334,60,Hax,9,1,Alpha,2011-02-25
1163,N18E72,18,-72,176,200,Cro,1,2,Beta,2011-02-25
1163,N17E60,17,-60,177,120,Dai,8,10,Beta-Gamma,2011-02-26
1164,N28E76,28,-76,162,250,Hkx,4,1,Alpha,2011-02-26
1163,N18E46,18,-46,178,110,Dai,6,9,Beta-Gamma,2011-02-27
1164,N28E60,28,-60,164,200,Dao,10,7,Beta-Gamma,2011-02-27
1165,S22E43,-22,-43,181,20,Bxo,4,3,Beta,2011-02-27
1163,N18E32,18,-32,179,10,Axx,1,1,Alpha,2011-02-28
1164,N27E46,27,-46,165,170,Eso,14,12,Beta-Gamma,2011-02-28
1165,S21E29,-21,-29,181,10,Axx,1,1,Alpha,2011-02-28
1163,N18E19,18,-19,178,10,Axx,1,1,Alpha,2011-03-01
1164,N26E33,26,-33,164,350,Ehc,12,19,Beta-Gamma,2011-03-01
1165,S21E14,-21,-14,183,20,Bxo,3,4,Beta,2011-03-01
1163,N17E05,17,-5,179,10,Bxo,3,2,Beta,2011-03-02
1164,N25E20,25,-20,165,550,Ekc,14,31,Beta-Gamma-Delta,2011-03-02
1165,S22E03,-22,-3,182,60,Cso,5,9,Beta,2011-03-02
1164,N25E08,25,-8,165,400,Ekc,15,41,Beta-Gamma-Delta,2011-03-03
1165,S22W09,-22,9,180,30,Bxo,5,11,Beta,2011-03-03
1166,N10E77,10,-77,95,10,Hrx,1,1,Alpha,2011-03-03
1164,N25W06,25,6,164,470,Ekc,14,21,Beta-Gamma,2011-03-04
1165,S19W26,-19,26,184,10,Bxo,6,5,Beta,2011-03-04
1166,N09E65,9,-65,93,140,Dso,6,3,Beta,2011-03-04
1167,N14E31,14,-31,126,10,Bxo,2,2,Beta,2011-03-04
1164,N25W19,25,19,164,570,Ekc,14,27,Beta-Gamma-Delta,2011-03-05
1165,S19W40,-19,40,186,20,Bxo,4,6,Beta,2011-03-05
1166,N09E55,9,-55,90,490,Eac,11,15,Beta,2011-03-05
1167,N15E20,15,-20,125,20,Bxo,7,5,Beta,2011-03-05
1168,N24W73,24,73,218,0,Axx,1,1,Alpha,2011-03-05
1164,N24W34,24,34,165,770,Fkc,17,28,Beta-Gamma-Delta,2011-03-06
1165,S21W52,-21,52,183,160,Bxo,10,14,Beta,2011-03-06
1166,N10E41,10,-41,90,610,Eki,12,16,Beta-Gamma,2011-03-06
1167,N14E05,14,-5,126,20,Bxo,5,4,Beta,2011-03-06
1168,N23W84,23,84,215,30,Hax,1,2,Alpha,2011-03-06
1164,N24W46,24,46,165,640,Ekc,12,25,Beta-Gamma-Delta,2011-03-07
1165,S20W68,-20,68,186,200,Eao,11,21,Beta,2011-03-07
1166,N11E27,11,-27,91,360,Ekc,11,16,Beta-Gamma,2011-03-07
1167,N09W09,9,9,127,20,Bxo,4,2,Beta,2011-03-07
1169,N21E56,21,-56,62,30,Bxo,4,4,Beta,2011-03-07
1164,N24W59,24,59,164,760,Ekc,13,20,Beta-Gamma-Delta,2011-03-08
1165,S20W78,-20,78,184,420,Fko,16,18,Beta-Gamma-Delta,2011-03-08
1166,N11E12,11,-12,93,410,Ekc,15,25,Beta-Gamma-Delta,2011-03-08
1167,N15W18,15,18,124,10,Bxo,3,2,Beta,2011-03-08
1169,N20E44,20,-44,61,50,Dsi,5,7,Beta,2011-03-08
1164,N23W71,23,71,163,580,Ekc,11,23,Beta-Gamma-Delta,2011-03-09
1165,S18W92,-18,92,184,200,Eki,11,5,Beta-Gamma-Delta,2011-03-09
1166,N11W01,11,1,93,550,Fkc,16,35,Beta-Gamma-Delta,2011-03-09
1167,N13W36,13,36,128,10,Axx,1,1,Alpha,2011-03-09
1169,N19E31,19,-31,61,170,Dso,8,11,Beta,2011-03-09
1170,S26W68,-26,68,160,30,Bxo,3,2,Beta,2011-03-09
1164,N23W84,23,84,164,350,Dai,10,9,Beta-Gamma,2011-03-10
1166,N09W12,9,12,92,630,Ekc,13,55,Beta-Gamma-Delta,2011-03-10
1169,N20E18,20,-18,61,220,Esc,10,22,Beta-Gamma,2011-03-10
1170,S25W80,-25,80,160,50,Bxo,5,6,Beta,2011-03-10
1166,N09W26,9,26,92,750,Ekc,13,25,Beta-Gamma,2011-03-11
1167,N12W66,12,66,131,10,Bxo,3,2,Beta,2011-03-11
1169,N20E04,20,-4,62,160,Eai,12,15,Beta-Gamma,2011-03-11
1170,S25W94,-25,94,161,20,Hrx,2,6,Alpha,2011-03-11
1166,N09W39,9,39,92,690,Ekc,13,47,Beta-Gamma-Delta,2011-03-12
1169,N20W09,20,9,62,250,Eki,13,26,Beta-Gamma,2011-03-12
1172,N11E72,11,-72,340,10,Bxo,3,2,Beta,2011-03-12
1166,N09W52,9,52,91,770,Ekc,13,29,Beta-Gamma-Delta,2011-03-13
1169,N19W22,19,22,61,260,Ekc,13,17,Beta-Gamma,2011-03-13
1172,N12E58,12,-58,345,20,Bxo,4,2,Beta,2011-03-13
1166,N10W65,10,65,92,640,Ekc,11,14,Beta-Gamma,2011-03-14
1169,N20W34,20,34,60,290,Cro,13,17,Beta,2011-03-14
1172,N12E44,12,-44,342,20,Bxo,7,3,Beta,2011-03-14
1166,N09W78,9,78,91,450,Dao,10,9,Beta-Gamma,2011-03-15
1169,N18W47,18,47,60,360,Dao,9,8,Beta-Gamma,2011-03-15
1172,N14E30,14,-30,343,10,Bxo,8,4,Beta,2011-03-15
1166,N12W91,12,91,92,150,Dai,9,5,Beta-Gamma,2011-03-16
1169,N17W60,17,60,60,340,Dhc,9,10,Beta-Gamma,2011-03-16
1172,N10E17,10,-17,345,10,Bxo,9,2,Beta,2011-03-16
1169,N17W75,17,75,62,260,Dhi,9,9,Beta-Gamma,2011-03-17
1172,N11E02,11,-2,345,0,Axx,1,1,Alpha,2011-03-17
1173,S28E39,-28,-39,308,40,Cao,6,10,Beta,2011-03-17
1169,N18W89,18,89,63,100,Hsx,3,2,Alpha,2011-03-18
1173,S29E26,-29,-26,308,60,Cao,8,11,Beta,2011-03-18
1174,N22W36,22,36,10,10,Bxo,3,2,Beta,2011-03-18
1173,S29E14,-29,-14,307,30,Cro,7,9,Beta,2011-03-19
1175,N13W09,13,9,330,20,Cro,5,6,Beta,2011-03-19
1173,S30E01,-30,-1,307,20,Bxo,6,6,Beta,2011-03-20
1174,N23W63,23,63,11,0,Axx,1,1,Alpha,2011-03-20
1175,N14W22,14,22,330,60,Cso,6,11,Beta,2011-03-20
1173,S29W13,-29,13,307,20,Bxo,4,5,Beta,2011-03-21
1174,N23W76,23,76,11,0,Axx,1,1,Alpha,2011-03-21
1175,N14W36,14,36,330,130,Csi,8,11,Beta,2011-03-21
1175,N12W50,12,50,331,140,Dso,7,13,Beta,2011-03-22
1176,S13E81,-13,-81,200,180,Hsx,2,1,Alpha,2011-03-22
1175,N11W65,11,65,333,130,Dso,9,8,Beta,2011-03-23
1176,S14E69,-14,-69,198,340,Dho,10,3,Beta,2011-03-23
1175,N11W76,11,76,331,80,Cso,8,3,Beta,2011-03-24
1176,S15E58,-15,-58,196,490,Eko,11,12,Beta-Gamma,2011-03-24
1177,N21E51,21,-51,204,10,Axx,1,1,Alpha,2011-03-24
1176,S16E44,-16,-44,198,380,Eki,15,25,Beta-Gamma,2011-03-25
1177,N21E37,21,-37,205,10,Bxo,1,3,Beta,2011-03-25
1178,S13E68,-13,-68,174,0,Axx,1,1,Alpha,2011-03-25
1179,N09W32,9,32,274,10,Bxo,2,4,Beta,2011-03-25
1176,S16E30,-16,-30,198,440,Ehi,13,28,Beta-Gamma,2011-03-26
1177,N21E24,21,-24,204,40,Cao,4,6,Beta,2011-03-26
1178,S15E55,-15,-55,173,50,Cao,4,4,Beta,2011-03-26
1179,N09W46,9,46,274,20,Bxo,4,4,Beta,2011-03-26
1180,N26E66,26,-66,162,30,Hsx,2,1,Alpha,2011-03-26
1181,S25E69,-25,-69,159,10,Hsx,2,1,Alpha,2011-03-26
1176,S16E16,-16,-16,199,420,Fki,16,28,Beta-Gamma,2011-03-27
1177,N20E11,20,-11,204,30,Cro,4,5,Beta,2011-03-27
1178,S15E43,-15,-43,172,130,Dai,6,7,Beta,2011-03-27
1179,N08W61,8,61,276,10,Bxo,2,2,Beta,2011-03-27
1180,N25E53,25,-53,162,70,Hsx,2,1,Alpha,2011-03-27
1181,S25E55,-25,-55,159,10,Axx,1,1,Alpha,2011-03-27
1176,S15E02,-15,-2,200,400,Eki,15,27,Beta-Gamma,2011-03-28
1177,N19W02,19,2,204,30,Cro,4,5,Beta,2011-03-28
1178,S15E32,-15,-32,170,60,Dao,5,8,Beta,2011-03-28
1179,N09W74,9,74,276,0,Axx,1,1,Alpha,2011-03-28
1180,N24E40,24,-40,162,50,Hsx,2,1,Alpha,2011-03-28
1181,S26E45,-26,-45,157,20,Hsx,2,1,Alpha,2011-03-28
1182,N13E01,13,-1,201,0,Axx,1,1,Alpha,2011-03-28
1183,N15E62,15,-62,140,150,Eai,13,8,Beta-Gamma,2011-03-28
1176,S17W11,-17,11,200,250,Fki,17,22,Beta-Gamma,2011-03-29
1177,N19W17,19,17,206,10,Bxo,2,4,Beta,2011-03-29
1178,S15E17,-15,-17,172,40,Dao,5,4,Beta,2011-03-29
1180,N24E26,24,-26,163,30,Hsx,1,1,Alpha,2011-03-29
1181,S26E31,-26,-31,158,10,Hrx,2,1,Alpha,2011-03-29
1183,N15E54,15,-54,135,250,Eac,12,11,Beta-Gamma,2011-03-29
1176,S16W24,-16,24,199,210,Fsi,20,21,Beta-Gamma,2011-03-30
1177,N19W30,19,30,205,10,Bxo,3,4,Beta,2011-03-30
1178,S16E04,-16,-4,171,10,Bxo,6,6,Beta,2011-03-30
1180,N24E12,24,-12,162,20,Hrx,1,1,Alpha,2011-03-30
1181,S25E18,-25,-18,157,10,Axx,2,2,Alpha,2011-03-30
1183,N15E39,15,-39,136,210,Eac,12,14,Beta,2011-03-30
1176,S17W37,-17,37,200,220,Fso,19,15,Beta,2011-03-31
1178,S17W10,-17,10,172,10,Bxo,8,4,Beta,2011-03-31
1180,N23W01,23,1,163,30,Hsx,1,1,Alpha,2011-03-31
1181,S26E06,-26,-6,157,10,Axx,1,1,Alpha,2011-03-31
1183,N15E27,15,-27,135,330,Eai,14,20,Beta,2011-03-31
1176,S16W51,-16,51,201,140,Fso,19,10,Beta,2011-04-01
1178,S17W22,-17,22,171,0,Axx,0,1,Alpha,2011-04-01
1180,N24W13,24,13,162,10,Hrx,1,1,Alpha,2011-04-01
1181,S27W08,-27,8,157,10,Hrx,0,1,Alpha,2011-04-01
1183,N15E14,15,-14,135,140,Eso,12,13,Beta,2011-04-01
1176,S15W65,-15,65,201,100,Fso,16,4,Beta,2011-04-02
1180,N25W25,25,25,161,10,Hrx,0,1,Alpha,2011-04-02
1183,N17E01,17,-1,135,220,Esi,12,16,Beta,2011-04-02
1184,N15E29,15,-29,107,0,Axx,0,1,Alpha,2011-04-02
1176,S17W79,-17,79,200,100,Fso,17,3,Beta,2011-04-03
1180,N24W38,24,38,160,20,Hsx,1,1,Alpha,2011-04-03
1183,N15W12,15,12,134,130,Eso,12,18,Beta,2011-04-03
1184,N15E15,15,-15,108,30,Bxo,3,4,Beta,2011-04-03
1176,S18W90,-18,90,200,40,Hsx,2,1,Alpha,2011-04-04
1180,N25W50,25,50,160,30,Hsx,1,1,Alpha,2011-04-04
1183,N17W25,17,25,135,150,Eso,13,13,Beta,2011-04-04
1184,N18E01,18,-1,109,70,Dso,6,15,Beta,2011-04-04
1180,N24W63,24,63,160,20,Hsx,2,1,Alpha,2011-04-05
1181,S27W50,-27,50,147,10,Axx,2,2,Alpha,2011-04-05
1183,N15W41,15,41,138,90,Cso,6,7,Beta,2011-04-05
1184,N17W13,17,13,110,170,Dso,9,22,Beta,2011-04-05
1185,N23E62,23,-62,35,50,Hsx,3,1,Alpha,2011-04-05
